nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0205373,Rochelle Davis,1980,NA,actress,"tt0109506,tt4630462,tt1519662,tt4940000"
nm0001368,Ernie Hudson,1945,NA,"actor,producer,soundtrack","tt7146326,tt0109506,tt0097428,tt0087332"
nm0639335,James O'Barr,1960,NA,"writer,actor,production_designer","tt1340094,tt0132910,tt0353324,tt0109506"
nm0775017,David J. Schow,1955,NA,"writer,actor,producer","tt0099994,tt0420294,tt0112111,tt0109506"
nm0794326,John Shirley,1953,NA,"writer,soundtrack,miscellaneous","tt0109506,tt0111255,tt0106145,tt1877889"
nm0609184,Jeff Most,1960,NA,"producer,music_department,production_manager","tt0109506,tt1010278,tt0115986,tt0111255"
nm0817748,Bruce Spence,1945,NA,actor,"tt0167260,tt0082694,tt0089530,tt0266543"
nm0696463,Michael Preston,1938,NA,"actor,soundtrack","tt0082694,tt0129685,tt0330323,tt0103442"
nm0681041,Max Phipps,1939,2000,actor,"tt0082694,tt0085994,tt0085006,tt0081561"
nm0371249,Terry Hayes,1951,NA,"writer,producer,miscellaneous","tt0097162,tt0082694,tt0120681,tt0089530"
nm0360352,Brian Hannant,1940,NA,"director,writer,assistant_director","tt0094152,tt0082694,tt0288844,tt0130699"
nm0074426,Bibo Bergeron,NA,NA,"art_department,animation_department,director","tt0307453,tt0138749,tt2404263,tt0961097"
nm1224299,Rob Letterman,NA,NA,"director,writer,producer","tt0307453,tt0892782,tt5884052,tt1320261"
nm0042006,Scott Aukerman,1970,NA,"writer,producer,actor","tt0258100,tt1535002,tt6343706,tt0295178"
nm0299115,Nathan Furst,1978,NA,"composer,music_department,writer","tt1591479,tt2369135,tt0272338,tt6982720"
nm0666739,Aaron Paul,1979,NA,"actor,producer,soundtrack","tt0903747,tt0458413,tt2369135,tt1489889"
nm1782299,Imogen Poots,1989,NA,"actress,soundtrack","tt0458413,tt0463854,tt1800246,tt4062536"
nm3264596,Kid Cudi,1984,NA,"soundtrack,actor,composer","tt2231461,tt2140619,tt2369135,tt1636826"
nm0915304,Scott Waugh,NA,NA,"stunts,producer,actor","tt0295701,tt1591479,tt2369135,tt5503688"
nm1038345,George Gatins,NA,NA,"producer,writer","tt2369135,tt4593036,tt0815236,tt0271882"
nm4918858,Patrick O'Brien,NA,NA,"producer,executive","tt1709652,tt1267379,tt2369135,tt1208658"
nm0815931,Mark Sourian,NA,NA,"producer,miscellaneous,executive","tt1541155,tt2369135,tt0116313,tt2387559"
nm0935653,Ray Winstone,1957,NA,"actor,producer,soundtrack","tt0203119,tt0407887,tt0442933,tt0159365"
nm1511619,Anonymous,NA,NA,writer,"tt0120604,tt0442933,tt0402057,tt0082478"
nm0033550,Enrique Arce,NA,NA,"actor,writer","tt4555364,tt0222812,tt0458413,tt6468322"
nm2216549,Úrsula Corberó,1989,NA,"actress,soundtrack","tt6468322,tt4051972,tt3672018,tt1153059"
nm1523587,Itziar Ituño,1975,NA,actress,"tt0395540,tt8393332,tt6468322,tt3900206"
nm1486647,Álvaro Morte,NA,NA,"actor,producer,miscellaneous","tt6468322,tt0997025,tt6908274,tt2390480"
nm0022261,Pedro Alonso,1972,NA,"actor,soundtrack","tt6468322,tt1205836,tt4136774,tt2006421"
nm1210565,Álex Pina,NA,NA,"writer,producer,soundtrack","tt6468322,tt4524056,tt1788634,tt0475464"
nm1699346,Alba Flores,1986,NA,"actress,soundtrack,writer","tt1864750,tt6468322,tt4524056,tt4341864"
nm5969653,NA,NA,NA,NA,NA
nm7931969,NA,NA,NA,NA,NA
nm4223458,Esther Acebo,NA,NA,actress,"tt1784092,tt4997310,tt6468322,tt3774894"
nm0005711,Freddie Francis,1917,2007,"director,cinematographer,camera_department","tt0097441,tt0166896,tt0101540,tt0080678"
nm0531792,John D. MacDonald,1916,1986,writer,"tt0043238,tt0101540,tt0065610,tt0055824"
nm0916139,James R. Webb,1910,1974,writer,"tt0057940,tt0055824,tt0101540,tt0056085"
nm0834338,Wesley Strick,1954,NA,"writer,producer,director","tt0111742,tt1740299,tt0124595,tt0101540"
nm0778285,Thomas Schühly,1951,NA,"producer,assistant_director,actor","tt0091605,tt0096764,tt0346491,tt4187618"
nm0477370,Christopher Kyle,NA,NA,writer,"tt0346491,tt0267626,tt0210382,tt1247690"
nm0314713,Lisa Gerrard,1961,NA,"music_department,soundtrack,composer","tt0298228,tt0248667,tt0172495,tt0140352"
nm1129753,J.J. Connolly,NA,NA,"writer,actor,miscellaneous","tt0375912,tt3336458,tt0291341"
nm0793232,Mike Shields,NA,NA,"composer,music_department,soundtrack","tt1463395,tt0210070,tt1465522,tt0303580"
nm0479527,Tyler Labine,1978,NA,"actor,producer,music_department","tt1318514,tt0454824,tt1465522,tt1453405"
nm2197298,Katrina Bowden,1988,NA,actress,"tt1135985,tt0496424,tt1465522,tt1714203"
nm1536605,Jesse Moss,1983,NA,"actor,miscellaneous,soundtrack","tt0491522,tt0815245,tt1465522,tt0414982"
nm0185848,Eli Craig,1972,NA,"director,actor,writer","tt2090440,tt1465522,tt0433648,tt2937366"
nm1549853,Morgan Jurgenson,NA,NA,"producer,writer,editor","tt2014229,tt8115666,tt2085817,tt1465522"
nm3520204,NA,NA,NA,NA,NA
nm0589734,Rosanne Milliken,NA,NA,"producer,casting_director,production_manager","tt0113260,tt0270846,tt0114495,tt1465522"
nm0623235,Deepak Nayar,1959,NA,"producer,assistant_director,production_manager","tt1343727,tt1686821,tt0116922,tt0286499"
nm0601597,Matt Moore,NA,NA,"producer,miscellaneous,executive","tt0361696,tt2637294,tt0124298,tt1231587"
nm0241173,Clark Duke,1985,NA,"actor,director,producer","tt2637294,tt0481499,tt1231587,tt1650554"
nm0372222,Josh Heald,1977,NA,"writer,producer,actor","tt7221388,tt1231587"
nm0517808,Grace Loh,NA,NA,"producer,miscellaneous","tt1231587,tt0146882,tt0884224,tt6536520"
nm0443855,Glen Keane,1954,NA,"animation_department,art_department,director","tt0101414,tt0114148,tt0120855,tt0398286"
nm0001373,Linda Hunt,1945,NA,"actress,soundtrack","tt0114148,tt0099938,tt0086617,tt0087182"
nm0048589,Joe Baker,1928,2001,"actor,writer","tt0101516,tt0109686,tt0114148,tt0107977"
nm0300265,Mike Gabriel,1954,NA,"animation_department,art_department,writer","tt0412936,tt0114148,tt0100477,tt0095776"
nm0325196,Eric Goldberg,1955,NA,"animation_department,director,actor","tt0120910,tt0780521,tt0318155,tt0114148"
nm0082772,Carl Binder,NA,NA,"producer,writer,miscellaneous","tt0103405,tt0118480,tt0374455,tt1286039"
nm1164755,Xavier Gens,1975,NA,"director,assistant_director,writer","tt0814685,tt0473332,tt1535616,tt0465494"
nm1457858,Adrian Askarieh,NA,NA,producer,"tt2679042,tt1615920,tt0465494,tt0968747"
nm1118769,Pierre-Ange Le Pogam,1955,NA,"producer,actor,miscellaneous","tt1167638,tt0362225,tt0419294,tt0465494"
nm0001449,Frank Langella,1938,NA,"actor,soundtrack","tt0362478,tt1990314,tt0093507,tt0870111"
nm0000565,Lena Olin,1955,NA,actress,"tt0285333,tt0107983,tt0096332,tt0241303"
nm0782561,Emmanuelle Seigner,1966,NA,"actress,soundtrack","tt0095174,tt0142688,tt0104779,tt2406252"
nm0702416,Arturo Pérez-Reverte,1951,NA,"writer,soundtrack","tt0142688,tt0104788,tt1064899,tt0239432"
nm0115224,John Brownjohn,NA,NA,"writer,miscellaneous","tt0253474,tt0142688,tt0104779,tt0091605"
nm0881762,Enrique Urbizu,1962,NA,"director,writer,actor","tt0367203,tt1661862,tt0325145,tt0142688"
nm1400397,Gemma Fauria,NA,NA,"art_director,art_department,production_designer","tt1649444,tt1245112,tt1038988,tt2515034"
nm0892299,Manuela Velasco,1975,NA,"actress,soundtrack","tt1649443,tt1404147,tt1245112,tt1038988"
nm0970337,Ferran Terraza,NA,NA,"actor,miscellaneous","tt1649444,tt1649443,tt1038988,tt1245112"
nm1970851,Jorge-Yamam Serrano,NA,NA,actor,"tt1245112,tt1038988,tt1111890,tt2575290"
nm0744485,Pablo Rosso,NA,NA,"cinematographer,camera_department,actor","tt1649444,tt1437358,tt1038988,tt0431768"
nm0049371,Jaume Balagueró,1968,NA,"writer,director,producer","tt1437358,tt1038988,tt0222368,tt1245112"
nm0687042,Paco Plaza,1973,NA,"director,writer,producer","tt1245112,tt1649444,tt5862312,tt1038988"
nm1084937,Luiso Berdejo,1975,NA,"writer,director,producer","tt0951335,tt1649444,tt1038988,tt1082868"
nm1051468,David Gallart,NA,NA,"editor,editorial_department,writer","tt1245112,tt0290598,tt1038988,tt1649444"
nm0628120,Jaime Ray Newman,1978,NA,"actress,producer,soundtrack","tt0264464,tt0866439,tt5675620,tt0398375"
nm2362244,Amber Rose Revah,1986,NA,actress,"tt0830570,tt1179034,tt1270262,tt1186830"
nm2773505,Jason R. Moore,NA,NA,"actor,producer,director","tt0963966,tt1137462,tt5675620,tt5651762"
nm1208415,Steve Lightfoot,NA,NA,"producer,writer,miscellaneous","tt2707408,tt0384013,tt5675620,tt2243973"
nm0609114,Ebon Moss-Bachrach,1977,NA,"actor,soundtrack","tt5716624,tt0472027,tt1723816,tt5675620"
nm2779018,Floriana Lima,1981,NA,actress,"tt5164196,tt5675620,tt4016454"
nm1577637,Josh Stewart,1977,NA,"actor,producer,director","tt0816692,tt1345836,tt0844479,tt1748227"
nm7939956,NA,NA,NA,NA,NA
nm0802248,Tarsem Singh,1961,NA,"director,producer,soundtrack","tt1667353,tt0460791,tt0209958,tt2140379"
nm0663048,Charley Parlapanides,1977,NA,"writer,producer,miscellaneous","tt4532530,tt10009170,tt1241317,tt1253864"
nm0663050,Vlas Parlapanides,1971,NA,"writer,producer,actor","tt0266519,tt1241317,tt1253864,tt4532530"
nm0869198,Mario Tosi,1942,NA,"cinematographer,actor,camera_department","tt0074285,tt0068615,tt0081568,tt0075296"
nm0000651,Sissy Spacek,1949,NA,"actress,soundtrack,art_department","tt0074285,tt1454029,tt0247425,tt0080549"
nm0001453,Piper Laurie,1932,NA,"actress,soundtrack,director","tt0133751,tt0054997,tt0074285,tt0098936"
nm0001388,Amy Irving,1953,NA,"actress,soundtrack,producer","tt0181865,tt0094921,tt0074285,tt1185836"
nm0169548,Lawrence D. Cohen,NA,NA,"writer,producer,miscellaneous","tt1939659,tt0082449,tt0074285,tt0481452"
nm0597574,Paul Monash,1917,2003,"writer,producer,miscellaneous","tt0090728,tt0061271,tt0064115,tt0074285"
nm0006043,Pino Donaggio,1941,NA,"composer,soundtrack,music_department","tt0080661,tt0086984,tt0462322,tt0387575"
nm0309461,Michael Gaston,1962,NA,"actor,producer,writer","tt3682448,tt6053438,tt2699128,tt1740299"
nm0048932,Simon Baker,1969,NA,"actor,producer,director","tt1196946,tt0418819,tt1615147,tt0458352"
nm0000677,Robin Tunney,1972,NA,"actress,soundtrack","tt0427969,tt0115963,tt0112950,tt0190865"
nm1085727,Tim Kang,1973,NA,"actor,producer","tt0462499,tt1620680,tt0313737,tt0356618"
nm1466859,Owain Yeoman,1978,NA,actor,"tt2179136,tt1082807"
nm1119462,Amanda Righetti,1983,NA,"actress,producer,miscellaneous","tt0458339,tt0758746,tt1196946,tt1259771"
nm3966184,Joe Adler,NA,NA,actor,"tt1790864,tt6106704,tt4093826"
nm0254712,Aunjanue Ellis,1969,NA,"actress,producer,soundtrack","tt0350258,tt0279493,tt0203019,tt1454029"
nm0175305,Kevin Connolly,1974,NA,"actor,director,producer","tt1674771,tt0387199,tt0251160,tt0332280"
nm0001143,Kevin Dillon,1965,NA,"actor,soundtrack","tt0387199,tt0091763,tt0101761,tt0409182"
nm1483196,Jerry Ferrara,1979,NA,"actor,writer,producer","tt1674771,tt1621045,tt1204975,tt0387199"
nm0254120,Doug Ellin,1968,NA,"writer,producer,director","tt0387199,tt0117332,tt1674771,tt4507204"
nm0498076,Rex Lee,1969,NA,"actor,writer,casting_director","tt1741256,tt1674771,tt2084712,tt0387199"
nm0716275,Perrey Reeves,1970,NA,actress,"tt0387199,tt0103956,tt1674771,tt0302886"
nm0000529,Debi Mazar,1964,NA,"actress,make_up_department,producer","tt0112950,tt0140352,tt0387199,tt1674771"
nm0226820,Stephen Dillane,1957,NA,actor,"tt0944947,tt0274558,tt4555426,tt0266987"
nm0000119,Tia Carrere,1967,NA,"actress,soundtrack,producer","tt0111503,tt0105793,tt0207919,tt0275847"
nm0001773,David Ogden Stiers,1942,2018,"actor,soundtrack,director","tt0068098,tt0101414,tt0275847,tt0114148"
nm0391789,Darren T. Holmes,NA,NA,"editorial_department,editor,sound_department","tt0481499,tt0892769,tt0382932,tt0082198"
nm0271338,Paul A. Felix,NA,NA,"animation_department,art_department,production_designer","tt0397892,tt2245084,tt1449283,tt0275847"
nm0613657,Bob Murawski,1964,NA,"editor,producer,editorial_department","tt0316654,tt0887912,tt0145487,tt0822847"
nm0001110,Embeth Davidtz,1965,NA,actress,"tt0182789,tt0119099,tt0117008,tt0106308"
nm0317956,Marcus Gilbert,1958,NA,actor,"tt0101659,tt0106308,tt0095956,tt0056751"
nm0000718,Ian Abercrombie,1934,2012,"actor,miscellaneous","tt0312098,tt0460829,tt0106308,tt1185834"
nm0001460,Mimi Leder,1952,NA,"producer,director,miscellaneous","tt2699128,tt0120647,tt4669788,tt0119874"
nm0866062,Michael Tolkin,1950,NA,"producer,writer,director","tt0264472,tt6866266,tt0120647,tt0105151"
nm0122238,Leo Burmester,1944,2007,"actor,soundtrack","tt0118971,tt0095497,tt0096754,tt0116905"
nm0512746,Van Ling,1963,NA,"visual_effects,miscellaneous,director","tt0120201,tt0119654,tt0103064,tt0096754"
nm0004121,Mikael Salomon,1945,NA,"director,cinematographer,producer","tt1210820,tt0185906,tt0096754,tt0384766"
nm0402032,Barry Humphries,1934,NA,"actor,writer,soundtrack","tt0266543,tt0309912,tt0903624,tt0083067"
nm0254178,Adam Elliot,1972,NA,"director,writer,animation_department","tt0211319,tt0382734,tt0245024,tt0978762"
nm0177707,Melanie Coombs,1969,NA,"producer,production_manager,actress","tt0382734,tt4079332,tt0978762,tt0220342"
nm1244349,Dale Cornelius,NA,NA,"composer,sound_department,music_department","tt3700456,tt2784936,tt2375720,tt0978762"
nm2756662,Gerald Thompson,NA,NA,"cinematographer,actor,writer","tt5710930,tt3534094,tt4315884,tt0978762"
nm0614107,Bill Murphy,NA,NA,"editor,actor,sound_department","tt0116875,tt0978762,tt0105275,tt0106450"
nm0525059,Tony Ludwig,NA,NA,producer,"tt0218967,tt0901476,tt0918940,tt0149261"
nm4920741,Rory J. Saper,NA,NA,actor,"tt5160154,tt5034212,tt0918940,tt2256811"
nm7222287,NA,NA,NA,NA,NA
nm3092414,Adam Cozad,NA,NA,writer,"tt6334354,tt5774060,tt1205537,tt0918940"
nm0108132,Craig Brewer,1971,NA,"director,producer,writer","tt0259516,tt0410097,tt0462200,tt0918940"
nm0241374,Jim Dultz,NA,NA,"art_director,production_designer,art_department","tt0099582,tt0107362,tt0120889,tt0114614"
nm1224826,Elle Russ,1977,NA,"actress,writer","tt4261968,tt6411020,tt2467372,tt1868114"
nm0588766,Kristen Miller,1976,NA,"actress,producer,writer","tt0372588,tt0403384,tt0175526,tt0315064"
nm0901113,Thomas M. Vogt,NA,NA,"editor,editorial_department,animation_department","tt0372588,tt0158983,tt5980638,tt8974352"
nm0744828,Donna Roth,1951,NA,"producer,miscellaneous,executive","tt0119229,tt0106387,tt0265029,tt0171363"
nm0935095,Gary Winick,1961,2011,"producer,director,editor","tt0892318,tt0413895,tt0165986,tt0271219"
nm0036641,Susan Arnold,NA,NA,"casting_director,producer,casting_department","tt0119229,tt0171363,tt0265029,tt0106387"
nm0560033,Gina Matthews,NA,NA,"writer,producer,miscellaneous","tt0337563,tt0207201,tt0146336,tt2452244"
nm0625099,Nelly,1974,NA,"soundtrack,actor,composer","tt2194499,tt0398165,tt0172156,tt0139654"
nm0944003,Tracy Keenan Wynn,1945,NA,"writer,producer,director","tt0291341,tt0072912,tt0066490,tt0398165"
nm6035700,NA,NA,NA,NA,NA
nm0252382,Susan Ekins,1959,NA,"producer,miscellaneous","tt0918940,tt0118661,tt1291580,tt0120157"
nm0893204,Diane Venora,1952,NA,"actress,producer","tt0117509,tt0120657,tt0113277,tt0119395"
nm0107493,Marie Brenner,1949,NA,"writer,miscellaneous,producer","tt0140352,tt3513548,tt1259550,tt2368254"
nm0100020,Pieter Bourke,NA,NA,"soundtrack,composer","tt0369339,tt0298845,tt0140352,tt0248667"
nm2079681,Morgan Lily,2000,NA,actress,"tt1001508,tt1270798,tt1190080,tt0817177"
nm0477129,Ken Kwapis,1957,NA,"director,producer,writer","tt1178665,tt1430615,tt4947608,tt3095080"
nm1021163,Greg Behrendt,1963,NA,"producer,miscellaneous,actor","tt1001508,tt0421316,tt4114738,tt6682226"
nm0875710,Liz Tuccillo,1964,NA,"writer,producer,director","tt0159206,tt3120054,tt1292566,tt1001508"
nm0266536,Harold Faltermeyer,1952,NA,"soundtrack,composer,music_department","tt0086960,tt0092099,tt0093894,tt0092644"
nm0001662,Judge Reinhold,1957,NA,"actor,soundtrack,producer","tt0092644,tt0086960,tt0083929,tt0111070"
nm0039226,John Ashton,1948,NA,"actor,soundtrack","tt3219194,tt0095631,tt0086960,tt0452623"
nm0002060,Lisa Eilbacher,1956,NA,actress,"tt0085121,tt0084434,tt0097737,tt0086960"
nm0677943,Daniel Petrie Jr.,1952,NA,"producer,writer,director","tt0086960,tt0092654,tt0098536,tt0103112"
nm0045301,Danilo Bach,1944,NA,"writer,producer","tt0086960,tt0109254,tt0092644,tt0090655"
nm0000475,Patsy Kensit,1968,NA,"actress,soundtrack","tt0097733,tt0068069,tt0090585,tt0079268"
nm0614775,Warren Murphy,1933,2015,writer,"tt0094515,tt0097733,tt0089901,tt0072926"
nm0156039,Virginia Cherrill,1908,1996,actress,"tt0021911,tt0025985,tt0021749,tt0028417"
nm5681967,NA,NA,NA,NA,NA
nm0616729,Harry Myers,1882,1938,"actor,director,writer","tt0012067,tt1204019,tt0012881,tt0021749"
nm0139714,Harry Carr,1877,1936,"writer,actor,miscellaneous","tt0011406,tt0019558,tt0018247,tt0018711"
nm0188357,Harry Crocker,1893,1958,"actor,miscellaneous,assistant_director","tt0021749,tt0018357,tt0024073,tt0018773"
nm0689661,Gordon Pollock,1897,1962,"cinematographer,miscellaneous","tt0020298,tt0141659,tt0134709,tt0021749"
nm0354453,tomandandy,NA,NA,"composer,soundtrack,music_department","tt0482606,tt2932536,tt0265349,tt1855325"
nm0505971,Ted Levine,1957,NA,"actor,soundtrack","tt1130884,tt0102926,tt0232500,tt0120891"
nm0000599,Kathleen Quinlan,1954,NA,"actress,producer,soundtrack","tt0118771,tt0112384,tt0454841,tt0120633"
nm0211087,Emilie de Ravin,1981,NA,"actress,soundtrack","tt1403981,tt0454841,tt0411008,tt0393109"
nm0014960,Alexandre Aja,1978,NA,"producer,director,writer","tt1528071,tt0338095,tt0454841,tt0464154"
nm0505183,Grégory Levasseur,NA,NA,"writer,producer,assistant_director","tt0454841,tt0790686,tt2103217,tt0804516"
nm0516779,Peter Locke,NA,NA,"producer,actor,director","tt0800069,tt0068006,tt0077681,tt0454841"
nm0534543,Marianne Maddalena,1957,NA,"producer,actress,miscellaneous","tt0111686,tt0105121,tt0219653,tt0120082"
nm0661751,Dean Parisot,NA,NA,"director,producer,writer","tt0177789,tt0369441,tt1821694,tt1196948"
nm0001574,Michael O'Keefe,1955,NA,"actor,director,soundtrack","tt0237572,tt0080487,tt0465538,tt0435679"
nm0649715,Kerry Orent,NA,NA,"producer,production_manager,miscellaneous","tt0465538,tt1135487,tt0365907,tt0832266"
nm1646381,Steve Samuels,NA,NA,producer,"tt1582507,tt0465538,tt0412798,tt0478134"
nm0245112,Clea DuVall,1977,NA,"actress,director,producer","tt1024648,tt0309698,tt0228333,tt0133751"
nm0443476,Susanna Kaysen,1948,NA,"writer,producer","tt0318220,tt0172493"
nm0519666,Lisa Loomer,1950,NA,"writer,miscellaneous,actress","tt0103526,tt0103437,tt0203259,tt0172493"
nm0357703,Anna Hamilton Phelan,NA,NA,"writer,producer,actress","tt0089560,tt0095243,tt1129445,tt0172493"
nm0005227,Breckin Meyer,1974,NA,"actor,writer,producer","tt0250687,tt0101917,tt0112697,tt0215129"
nm0182455,Paulo Costanzo,1978,NA,"actor,director,producer","tt0243736,tt1319735,tt1031280,tt0215129"
nm0801117,Michael Simpson,NA,NA,"soundtrack,music_department,composer","tt0240515,tt0124819,tt0119099,tt3890160"
nm1727100,Jay Chou,1979,NA,"soundtrack,actor,director","tt0473444,tt0446059,tt0439630,tt0990407"
nm0872077,George W. Trendle,1884,1972,"writer,producer","tt0242593,tt0082648,tt0041038,tt0990407"
nm0628174,Leslie Newman,NA,NA,writer,"tt0081573,tt0078346,tt0086393,tt0839995"
nm0001659,Christopher Reeve,1952,2004,"actor,producer,miscellaneous","tt0081573,tt0094074,tt0078346,tt0086393"
nm0452288,Margot Kidder,1948,2018,"actress,producer,soundtrack","tt0071222,tt0078346,tt0078767,tt0081573"
nm0628058,David Newman,1937,2003,"writer,producer","tt0081573,tt0078346,tt0086393,tt0061418"
nm0248997,Pawel Edelman,1958,NA,"cinematographer,camera_department,actor","tt0350258,tt0253474,tt1139328,tt0380599"
nm0365249,Robert Harris,1957,NA,"writer,producer,actor","tt0157583,tt2398149,tt1967620,tt1139328"
nm1212328,Michael Fry,NA,NA,"director,writer,actor","tt0279740,tt4823832,tt0327084,tt4065108"
nm0788009,Garry Shandling,1949,2016,"writer,actor,producer","tt0103466,tt1228705,tt0090459,tt1843866"
nm0843100,Wanda Sykes,1964,NA,"actress,writer,producer","tt0369735,tt1667889,tt4651520,tt0327084"
nm0426333,Tim Johnson,NA,NA,"director,producer,miscellaneous","tt3710058,tt0120587,tt2224026,tt0327084"
nm0089676,Len Blum,1951,NA,"writer,sound_department,miscellaneous","tt0083131,tt0079540,tt0082509,tt0383216"
nm0131661,Lorne Cameron,NA,NA,"writer,producer","tt0327084,tt0113071,tt0328880,tt0118365"
nm0395924,David Hoselton,NA,NA,"producer,writer,miscellaneous","tt0412142,tt0328880,tt6470478,tt0113071"
nm4023073,Rosa Salazar,1985,NA,"actress,director,writer","tt2737304,tt0437086,tt4046784,tt4500922"
nm1738737,Yukito Kishiro,1967,NA,writer,"tt0107061,tt0437086"
nm1015106,Dave Krinsky,1963,NA,"producer,writer,miscellaneous","tt0118375,tt2575988,tt0445934,tt1225822"
nm0330347,Josh Gordon,NA,NA,"director,producer,writer","tt0445934,tt0188533,tt0889573,tt1711525"
nm0817447,Will Speck,NA,NA,"director,producer,writer","tt0889573,tt0445934,tt0188533,tt1711525"
